id,transcript,emo,v,a,d,n
MSP-IMPROV-S04S-F01-S-FM03,Everybody was right there..,S,1.0,3.2,3.8,1.4
MSP-IMPROV-S04S-F01-S-MF01,How are you coping with the death of your friend?.,S,2.142857,4.428571,2.428571,3.0
MSP-IMPROV-S04S-F01-S-MF02,When you tell me about.about what happen when you found out maybe we can figure out a way for you to deal with it better..,N,2.6,4.0,3.0,3.0
MSP-IMPROV-S04S-F01-S-MF03,"So I know what I know this is hard, but we know if you have..You through this, it'll be it'll get better..",S,2.0,3.571429,3.0,3.285714
MSP-IMPROV-S04S-F02-P-FM01,Robbery..,N,2.8,4.2,2.0,4.0
MSP-IMPROV-S04S-F02-P-MF01,I'm gonna be like their voices..,X,3.6,3.4,3.2,4.4
MSP-IMPROV-S04S-F02-S-FM01,II had this friends recently barakel by this. Robert they just tore the place up and they tried to protect their home but not in the way..,S,1.4,3.4,3.2,3.4
MSP-IMPROV-S04S-F02-S-FM02,"Well, when I walked in the floor was completely covered..I need their stuff everywhere..I can't do it, I'm sorry..",S,1.2,4.4,2.6,2.0
MSP-IMPROV-S04S-F02-S-MF01,It can be hard? How did like what exactly happened do you wanna speak more about it?.,N,2.833333,4.666667,3.0,3.833333
MSP-IMPROV-S04S-F02-S-MF02,It's hard to deal with..,N,2.5,3.9,2.5,3.4
MSP-IMPROV-S04S-F03-P-FM01,You are grief counseling..,N,2.8,4.2,2.2,3.4
MSP-IMPROV-S04S-F03-P-MF01,Who is the most know right there man I just?.,S,3.4,3.8,3.2,3.6
MSP-IMPROV-S04S-F03-P-MF02,Thanks..,N,2.8,4.4,2.4,4.0
MSP-IMPROV-S04S-F03-P-MF03,Alright Alan I know this is been a little bit dramatic for you so I want you to just whenever you feel comfortable go ahead and tell me about what you can't last night..,N,2.4,4.6,2.8,3.0
MSP-IMPROV-S04S-F03-P-MF04,he.,N,2.666667,3.5,2.5,3.5
MSP-IMPROV-S04S-F03-P-MF05,i say was continued.,N,2.666667,4.0,3.0,3.0
MSP-IMPROV-S04S-F03-P-MF06,these the buffles can.,H,3.5,4.166667,2.833333,3.833333
MSP-IMPROV-S04S-F03-P-MF07,Which would leave?.But I get there..That acceptable Goodnough Wanna fight..,H,4.0,3.0,3.2,3.8
MSP-IMPROV-S04S-F03-P-MF08,You do such a good sad it makes me sad..,H,4.166667,2.666667,3.5,4.0
MSP-IMPROV-S04S-F03-P-MF09,Set a good one..,H,4.666667,3.333333,3.833333,4.666667
MSP-IMPROV-S04S-F03-P-MF10,Oh Yeah Alright Alright..My favourite character played today right..,H,4.166667,2.333333,3.5,4.0
MSP-IMPROV-S04S-F03-P-MF11,What is completely covered with blood? Which is what I was thinking when I first alright?.,H,4.4,2.4,3.6,4.6
MSP-IMPROV-S04S-F03-P-MF12,the secret .,N,2.6,3.0,2.8,3.8
MSP-IMPROV-S04S-F03-S-FM01,"OK, so last night, I was home by myself and I here just as loud crash room next door. And I know that Rachel is over, there and you know, I love her a lot, so it's schedule. I was, I went over to check and kind of through the door open things were just they were thrown everywhere..",S,1.571429,2.857143,3.142857,2.714286
MSP-IMPROV-S04S-F03-S-MF01,"OK, Alan I know you're a little bit upset after last night but I would like for you to go ahead and try to tell me what you can remember last night just whenever you wake up..",N,2.571429,3.571429,3.0,3.285714
MSP-IMPROV-S04S-F03-S-MF02,"Hi Alan, Um, I know last night was a bit dramatic for you so I would like for you to go ahead and try your best to tell me about it as much detail as you can just whenever..",N,3.166667,4.5,3.166667,2.666667
MSP-IMPROV-S04S-F04-P-MF01,a.,H,4.0,3.0,3.4,3.8
MSP-IMPROV-S04S-F04-P-MF02,he.,H,3.666667,3.777778,3.5,4.444444
MSP-IMPROV-S04S-F04-P-MF03,How is the weather like?.You will like listening to you say I love you..,H,4.666667,2.166667,4.0,4.166667
MSP-IMPROV-S04S-F04-S-FM01,I mean?.I walked in..And everything seems normal..,S,1.333333,4.0,3.166667,3.833333
MSP-IMPROV-S04S-F04-S-FM02,really no one talk about this.,S,1.8,3.2,3.0,3.4
MSP-IMPROV-S04S-F04-S-MF01,So do you wanna tell me about what happen last night?.,S,2.6,4.4,3.0,4.4
MSP-IMPROV-S04S-F05-P-FM01,How is that now?.,H,2.6,3.4,3.0,3.8
MSP-IMPROV-S04S-F05-P-FM02,The floor was completely covered..In things and.,H,3.166667,3.333333,2.166667,1.333333
MSP-IMPROV-S04S-F05-P-FM03,I know..Thursday..,H,4.2,2.8,2.6,1.4
MSP-IMPROV-S04S-F05-P-FM04,the other concealing how about.,H,4.666667,2.166667,3.666667,4.666667
MSP-IMPROV-S04S-F05-P-FM05,Find..,H,3.4,3.2,3.2,3.6
MSP-IMPROV-S04S-F05-P-FM06,The better..,H,4.0,2.8,3.6,3.6
MSP-IMPROV-S04S-F05-P-FM07,Bing..,H,4.2,2.6,3.0,4.2
MSP-IMPROV-S04S-F05-P-FM08,Do you need to redo it?.,N,3.4,3.8,3.0,4.6
MSP-IMPROV-S04S-F05-P-FM09,for of the vicarage.,N,3.166667,3.666667,2.833333,4.666667
MSP-IMPROV-S04S-F05-S-FM01,So I went over there after I heard the noise and..,S,2.0,2.8,3.8,2.8
MSP-IMPROV-S04S-F05-S-FM02,The floor was completely covered..In objects..,S,2.875,2.75,2.625,1.125
MSP-IMPROV-S04S-F05-S-FM03,So I went over there and they were shirts and shoes and..Plates..Everything was just thrown around..,S,2.4,4.2,2.8,3.4
MSP-IMPROV-S04S-F05-S-FM04,I went in and the floor was completely covered..,S,1.6,2.8,2.2,2.6
MSP-IMPROV-S04S-F05-S-FM05,He was killed..,S,1.833333,2.833333,3.166667,3.333333
MSP-IMPROV-S04S-F05-S-FM06,I have..,S,1.714286,3.571429,2.571429,2.571429
MSP-IMPROV-S04S-F05-S-FM07,I haven't broken glass vases..Did broken?.,S,2.0,3.833333,3.0,2.833333
MSP-IMPROV-S04S-F05-S-FM08,she was cold.,S,2.2,3.2,1.8,1.8
MSP-IMPROV-S04S-F05-S-MF01,So what happen if you heard a loud noise..,N,3.0,3.4,3.4,2.8
MSP-IMPROV-S04S-M01-P-MF01,flora was company covered.,N,2.6,3.8,2.6,3.4
MSP-IMPROV-S04S-M01-S-FM01,Tell me what's wrong..,N,2.8,3.6,3.0,3.2
MSP-IMPROV-S04S-M01-S-FM02,Sorry to hear that please continue..,N,2.75,4.5,2.5,3.0
MSP-IMPROV-S04S-M01-S-FM03,Don't worry will get through this OK..,N,2.8,4.4,3.4,4.2
MSP-IMPROV-S04S-M01-S-MF01,Not very good..,S,2.2,4.2,3.2,3.6
MSP-IMPROV-S04S-M01-S-MF02,"I mean, it's better nothing know that he died, but.",S,1.6,4.2,3.0,2.2
MSP-IMPROV-S04S-M01-S-MF03,"When I got to go into the scene, there was blood everywhere..",S,2.0,3.833333,2.666667,3.333333
MSP-IMPROV-S04S-M02-P-MF01,I'd like to read it was like wait..,N,3.5,3.333333,3.333333,3.833333
MSP-IMPROV-S04S-M02-P-MF02,How much house stuff everywhere?.Parable..,N,2.6,3.8,2.2,1.0
MSP-IMPROV-S04S-M02-S-FM01,"OK, I'm.",X,3.2,4.0,2.6,3.2
MSP-IMPROV-S04S-M02-S-MF01,I don't know his stuff everywhere..,S,2.0,3.2,2.8,2.8
MSP-IMPROV-S04S-M02-S-MF02,I just walked in..,S,1.5,3.333333,2.666667,2.833333
MSP-IMPROV-S04S-M02-S-MF03,Send his stuff is just everywhere..,S,1.714286,3.428571,2.714286,3.142857
MSP-IMPROV-S04S-M03-P-FM01,he found a.,H,3.8,3.8,3.2,4.4
MSP-IMPROV-S04S-M03-P-MF01,he got.,N,2.857143,4.142857,2.142857,3.571429
MSP-IMPROV-S04S-M03-P-MF02,It was late and I heard a noise up at night my neighbors apartment..How's that I had?.I walked over and over..,X,2.166667,4.5,1.833333,2.5
MSP-IMPROV-S04S-M03-P-MF03,And II walked into the floor was completely covered..,N,2.2,4.8,1.8,3.4
MSP-IMPROV-S04S-M03-P-MF04,The f***.,N,3.142857,4.285714,2.285714,3.714286
MSP-IMPROV-S04S-M03-P-MF05,i keep on.,H,3.6,4.4,2.6,4.6
MSP-IMPROV-S04S-M03-P-MF06,Yeah..,H,4.6,3.4,3.0,4.8
MSP-IMPROV-S04S-M03-P-MF07,for week.,N,3.5,4.5,2.5,4.0
MSP-IMPROV-S04S-M03-P-MF08,he sat.,H,3.666667,3.888889,2.888889,4.111111
MSP-IMPROV-S04S-M03-P-MF09,I think we covered..,N,4.2,3.4,3.4,3.8
MSP-IMPROV-S04S-M03-P-MF10,"Well, it's only fair..",H,4.2,3.8,2.4,4.4
MSP-IMPROV-S04S-M03-S-FM01,"I have time and other things, and talk to you, but I just need you to run me to the incident that bicep..",N,2.6,5.0,2.8,3.0
MSP-IMPROV-S04S-M03-S-MF01,It was late..I had some kind of nice..,N,2.8,4.0,2.8,3.8
MSP-IMPROV-S04S-M03-S-MF02,9 o'clock..I have found some place..How bout I go ahead and feel feel about that?.I want to bring the door is open..Nothing bruskotter all over the floor..,S,2.0,4.2,3.0,4.4
MSP-IMPROV-S04S-M04-P-FM01,Mike..,H,4.2,3.0,2.8,4.4
MSP-IMPROV-S04S-M04-P-MF01,I know I don't know what to do..,H,3.5,3.5,2.333333,4.0
MSP-IMPROV-S04S-M04-P-MF02,I know I have no idea to work with stuffing..,X,3.4,3.8,3.0,4.0
MSP-IMPROV-S04S-M04-P-MF03,"OK, um..",N,3.2,3.8,3.4,4.6
MSP-IMPROV-S04S-M04-P-MF04,for continence or a.,S,2.428571,4.285714,2.714286,3.571429
MSP-IMPROV-S04S-M04-S-FM01,So I know you been going through some hard times and I just wanted you to tell me a little bit about last night..,N,2.5,3.833333,3.666667,3.5
MSP-IMPROV-S04S-M04-S-MF01,I heard a gunshot and I ran over to see what happens and my neighbors things were strewn all over the floor and..,S,2.2,3.8,3.6,3.4
MSP-IMPROV-S04S-M05-P-FM01,i will die a .,H,4.4,2.4,3.2,4.8
MSP-IMPROV-S04S-M05-P-FM02,a hurricane in a red.,H,4.2,2.4,3.2,5.0
MSP-IMPROV-S04S-M05-P-FM03,Your friend died that night..,X,2.8,3.8,3.2,2.2
MSP-IMPROV-S04S-M05-P-FM04,Oh my God..,H,4.8,2.2,4.0,4.6
MSP-IMPROV-S04S-M05-P-FM05,How?.,H,3.8,3.2,3.0,3.4
MSP-IMPROV-S04S-M05-P-FM06,it.,H,4.6,3.2,3.6,4.2
MSP-IMPROV-S04S-M05-P-FM07,Waiting for you to say the blood..,H,4.4,2.4,4.0,5.0
MSP-IMPROV-S04S-M05-P-FM08,Is just covered in style?.My mother died..,H,4.0,2.8,3.6,4.8
MSP-IMPROV-S04S-M05-P-FM09,and this is .,H,4.333333,2.666667,3.166667,4.5
MSP-IMPROV-S04S-M05-P-FM10,Tell me what happened at night..,N,2.8,3.6,2.8,3.2
MSP-IMPROV-S04S-M05-P-FM11,i lotion a loan and he knew other sent.,N,3.4,4.0,3.4,4.4
MSP-IMPROV-S04S-M05-P-MF01,With all of her right now..,S,2.2,3.8,1.8,2.8
MSP-IMPROV-S04S-M05-S-FM01,Kind of things..,N,2.6,4.6,2.4,3.8
MSP-IMPROV-S04S-M05-S-FM02,Was that at the Robert things?.,N,3.0,3.8,3.4,3.6
MSP-IMPROV-S04S-M05-S-FM03,Tell me what happened that night..,N,2.333333,4.0,3.0,4.0
MSP-IMPROV-S04S-M05-S-FM04,What happened to your friend?.,N,3.375,4.125,2.875,4.125
MSP-IMPROV-S04S-M05-S-FM05,Tell me what happened that night..,N,2.4,4.0,3.6,3.4
MSP-IMPROV-S04S-M05-S-FM06,What happened to Sally?.,N,2.4,4.0,3.2,3.8
MSP-IMPROV-S04S-M05-S-MF01,"I just called the cops first and foremost and then I ran over to see what happened. I saw this guy running away from the house. I wanted to check on Julie..Show is dead and in the living room to solve everything with her, but her bucks and her papers and even their dog just..",S,1.0,2.2,3.2,4.0
MSP-IMPROV-S04S-M05-S-MF02,In all of her things..,S,1.6,3.8,2.8,2.8
MSP-IMPROV-S05A-F01-P-FM01,"Wait, where were you..",H,4.0,3.4,2.6,3.8
MSP-IMPROV-S05A-F01-P-MF01,Sorry..Forgot my sunglasses..,H,3.8,3.6,3.2,3.8
MSP-IMPROV-S05A-F01-P-MF02,"Yeah, I know..My eyes..",H,4.0,3.8,3.4,3.8
MSP-IMPROV-S05A-F01-S-FM01,Your late where were you..,A,1.6,2.0,3.4,4.8
MSP-IMPROV-S05A-F01-S-FM02,"You overslept or friends are, we were supposed to meet them 10 minutes ago..",A,1.6,2.4,3.8,2.8
MSP-IMPROV-S05A-F01-S-FM03,Because you overslept..,A,2.166667,3.5,3.166667,3.666667
MSP-IMPROV-S05A-F01-S-MF01,I forgot my sunglasses..,X,2.333333,3.166667,2.833333,3.833333
MSP-IMPROV-S05A-F01-S-MF02,"Yeah, I need them for my eyes..",N,2.714286,4.0,2.714286,3.857143
MSP-IMPROV-S05A-F01-S-MF03,"I'm sorry, OK, but I just never go anywhere without my lucky sunglasses like I need the information to be fun..",A,2.333333,3.0,3.0,3.666667
MSP-IMPROV-S05A-F01-S-MF04,well maybe we can catch up a .,N,3.166667,4.0,2.5,4.166667
MSP-IMPROV-S05A-F01-S-MF05,"Sorry I just you know, I can find my sunglasses..",N,2.833333,3.833333,2.833333,4.166667
MSP-IMPROV-S05A-F01-S-MF06,I need them for my eyes..,N,2.666667,3.666667,2.833333,3.5
MSP-IMPROV-S05A-F01-S-MF07,I had to find my sunglasses..,N,2.4,3.4,3.2,3.2
MSP-IMPROV-S05A-F01-S-MF08,"Yeah, you need them, OK are our friends gonna wait for us..",A,2.0,3.4,3.2,4.0
MSP-IMPROV-S05A-F01-S-MF09,lying at after them.,N,2.833333,3.5,3.0,3.5
MSP-IMPROV-S05A-F02-P-FM01,"Well, going to the same place that just gonna go ahead with guard list..",A,2.2,3.6,3.0,2.6
MSP-IMPROV-S05A-F02-P-FM02,the panes in ten that.,N,2.8,4.0,2.6,4.0
MSP-IMPROV-S05A-F02-P-MF01,"Hey it looks like I'm running a bit late, you think you gonna wait for us..",N,3.2,3.2,3.4,3.8
MSP-IMPROV-S05A-F02-P-MF02,we were all in it like.,N,3.0,4.0,3.2,3.4
MSP-IMPROV-S05A-F02-S-FM01,"Well, we're all in the same place they're just gonna go ahead regardless..",A,2.4,3.6,3.2,3.6
MSP-IMPROV-S05A-F02-S-FM02,"Well, we're gonna end up the same place anyways..",X,2.4,3.6,2.6,3.4
MSP-IMPROV-S05A-F02-S-FM03,See you later anyway..,A,1.833333,2.833333,3.5,3.666667
MSP-IMPROV-S05A-F02-S-MF01,Running a bit late do you think the others are gonna wait up?.,N,2.833333,3.833333,3.333333,3.833333
MSP-IMPROV-S05A-F02-S-MF02,"Well, well done in the same place anyway..",H,3.8,3.6,3.2,3.4
MSP-IMPROV-S05A-F02-S-MF03,"Hey, we're running a bit late do you think you gonna wait up for?.",N,3.142857,3.285714,3.285714,3.571429
MSP-IMPROV-S05A-F02-S-MF04,"Well, we're gonna end up at the same place anyway..",N,3.333333,4.166667,3.166667,4.0
MSP-IMPROV-S05A-F03-P-FM01,Just going to go ahead for Godless..,X,1.666667,3.666667,2.833333,3.166667
MSP-IMPROV-S05A-F03-P-FM02,OK..It's going to go ahead with Carla..,X,2.2,3.6,3.0,3.4
MSP-IMPROV-S05A-F03-P-FM03,Myself..,H,5.0,1.4,4.0,4.2
MSP-IMPROV-S05A-F03-P-FM04,Take you seriously right there just going to go ahead for carlese over late again..,H,3.8,3.0,3.2,3.6
MSP-IMPROV-S05A-F03-P-FM05,Go ahead regardless..,N,3.2,3.6,3.0,3.0
MSP-IMPROV-S05A-F03-P-MF01,Camping trip..,H,3.2,4.0,2.4,4.0
MSP-IMPROV-S05A-F03-P-MF02,i.,N,3.2,4.4,2.6,4.2
MSP-IMPROV-S05A-F03-P-MF03,"Yeah, I would I would assume you would start it sent you that angry when I'm just like chilling in life..",H,4.0,3.4,3.4,3.6
MSP-IMPROV-S05A-F03-P-MF04,It is so angry today Patrick it under control..,N,3.166667,4.333333,2.0,3.666667
MSP-IMPROV-S05A-F03-P-MF05,I know I don't have to get my stuff together..,O,1.8,3.2,2.8,3.4
MSP-IMPROV-S05A-F03-P-MF06,I understand but you know it's only 15 minutes gonna be OK..,N,2.666667,3.666667,2.666667,2.833333
MSP-IMPROV-S05A-F03-P-MF07,Hey..,N,2.5,3.666667,3.0,3.333333
MSP-IMPROV-S05A-F03-P-MF08,Be angry pepper God G** **** it be angry..,A,1.714286,2.714286,3.142857,3.285714
MSP-IMPROV-S05A-F03-S-FM01,Could you please hurry up?.,A,2.0,2.285714,4.285714,4.0
MSP-IMPROV-S05A-F03-S-FM02,5 more minutes they been ready for 10..,A,1.666667,2.666667,4.333333,4.0
MSP-IMPROV-S05A-F03-S-FM03,"Come on camping trips, not gonna wait then I'm gonna wait on us..",A,2.333333,3.0,3.5,3.333333
MSP-IMPROV-S05A-F03-S-FM04,I would hurry up..,X,2.2,3.0,3.6,3.6
MSP-IMPROV-S05A-F03-S-FM05,"5 more minutes, it's already been 10 we have got to go..",A,1.666667,2.166667,4.333333,3.5
MSP-IMPROV-S05A-F03-S-MF01,Will do you think that way for us don't you?.,N,2.2,3.6,3.2,4.0
MSP-IMPROV-S05A-F03-S-MF02,"15 I know, but I had to finish packing..",A,2.166667,3.0,3.166667,3.666667
MSP-IMPROV-S05A-F03-S-MF03,"I know, but I'm in 15 minutes really isn't so long..",N,2.857143,3.285714,3.142857,3.714286
MSP-IMPROV-S05A-F03-S-MF04,"I know I know, but it's like they're gonna gonna go without anything that way..",N,2.833333,3.5,3.0,3.666667
MSP-IMPROV-S05A-F04-P-FM01,Sorry..,H,3.4,3.4,3.4,4.4
MSP-IMPROV-S05A-F04-S-FM01,"OK, it's been like an hour and they're just gonna go ahead regardless..",A,2.0,2.8,3.4,3.0
MSP-IMPROV-S05A-F04-S-FM02,David waiting for you for like an hour. Why do you expect them to wait for you?.,A,2.0,3.4,3.0,3.0
MSP-IMPROV-S05A-F04-S-MF01,"Hey, I'm sorry for holding us back, but I mean, Billy for us right..",H,3.0,3.8,2.6,3.4
MSP-IMPROV-S05A-F04-S-MF02,"Hey, I'm sorry about like being so behind but it's not gonna be a big problem right..",N,2.8,3.0,3.0,2.6
MSP-IMPROV-S05A-F05-P-FM01,Just going to go ahead regardless..,N,3.0,4.333333,2.333333,3.333333
MSP-IMPROV-S05A-F05-P-FM02,That's good..,N,2.857143,4.0,1.857143,3.428571
MSP-IMPROV-S05A-F05-P-FM03,are you.,X,2.6,3.4,2.2,4.4
MSP-IMPROV-S05A-F05-S-FM01,Come on were 5 minutes late already..,A,1.875,2.5,3.875,3.375
MSP-IMPROV-S05A-F05-S-FM02,I really wanted to go on this camping trip and now we probably won't..,A,2.2,3.0,3.8,4.0
MSP-IMPROV-S05A-F05-S-FM03,They're just going to go ahead regardless..,A,2.0,2.4,3.4,4.0
MSP-IMPROV-S05A-F05-S-FM04,We are 5 minutes late..,A,1.6,1.8,3.2,3.6
MSP-IMPROV-S05A-F05-S-MF01,"Hey, I'm 10 minutes late but let me just like Phil Descanting, with vodka first..",N,3.0,3.0,3.6,3.0
MSP-IMPROV-S05A-F05-S-MF02,They did..,A,2.5,2.833333,3.333333,3.333333
MSP-IMPROV-S05A-F05-S-MF03,"They did..Well, I'm running late right like their my body..",H,4.714286,2.714286,3.857143,3.285714
MSP-IMPROV-S05A-M01-P-FM01,Start..Why I asked me why I'm late?.,N,3.0,4.4,2.0,3.2
MSP-IMPROV-S05A-M01-P-MF01,They're just going to go ahead regardless..,N,2.8,4.4,2.0,3.0
MSP-IMPROV-S05A-M01-P-MF02,Really that's why you're late you forgot your sunglasses..,N,2.833333,3.666667,3.166667,3.0
MSP-IMPROV-S05A-M01-P-MF03,on rolled the wheeling in a show he started well.,H,4.0,3.666667,2.666667,3.833333
MSP-IMPROV-S05A-M01-P-MF04,They're just going to go ahead regardless..,N,2.8,4.4,2.2,3.8
MSP-IMPROV-S05A-M01-P-MF05,Um could you ask me I would wait?.,N,3.0,4.5,3.166667,4.0
MSP-IMPROV-S05A-M01-P-MF06,he is going go ahead in.,N,2.833333,4.666667,1.833333,2.666667
MSP-IMPROV-S05A-M01-S-FM01,I'm sorry I overslept..,O,2.0,3.6,2.8,3.8
MSP-IMPROV-S05A-M01-S-FM02,"Don't worry about it, I'm sure the Wake Forest..",N,2.8,4.0,3.4,3.8
MSP-IMPROV-S05A-M01-S-FM03,Well nothing we can do about it now..,N,2.8,3.6,2.4,3.0
MSP-IMPROV-S05A-M01-S-MF01,Where have you been you so late?.,A,1.6,2.6,3.6,3.2
MSP-IMPROV-S05A-M01-S-MF02,Your sunglasses that's why you're late..,A,1.857143,4.0,3.857143,3.857143
MSP-IMPROV-S05A-M01-S-MF03,We're supposed to be here much earlier than this..,A,2.0,3.2,3.2,3.4
MSP-IMPROV-S05A-M01-S-MF04,"Well, there gonna go ahead of us regardless..",A,2.166667,3.0,3.0,2.666667
MSP-IMPROV-S05A-M01-S-MF05,We can try but I doubt it..,N,2.6,4.0,2.6,2.8
MSP-IMPROV-S05A-M01-S-MF06,What's taking so long you so late.,A,2.0,3.8,3.0,3.0
MSP-IMPROV-S05A-M01-S-MF07,Your sunglasses that's why you're late..,A,2.0,3.285714,3.285714,3.0
MSP-IMPROV-S05A-M01-S-MF08,Will take you so long you so late?.,A,1.4,2.4,4.0,3.0
MSP-IMPROV-S05A-M01-S-MF09,Your sunglasses that's why you're late..,A,1.8,3.0,2.8,2.6
MSP-IMPROV-S05A-M02-P-FM01,"Hey, I guess we?.I guess I'll say like Hey..Too early for us..",N,3.2,4.0,2.8,3.8
MSP-IMPROV-S05A-M02-P-FM02,Yep..Alright..,N,2.8,4.4,2.8,4.6
MSP-IMPROV-S05A-M02-P-FM05,I hate cheese..,A,2.0,3.0,2.857143,3.428571
MSP-IMPROV-S05A-M02-P-MF01,They're just gonna go ahead with us..I don't think so..,N,2.6,4.6,2.6,2.8
MSP-IMPROV-S05A-M02-S-FM01,"Hey, I know it's late but do you think they're just gonna go?.",N,3.2,3.8,2.8,2.8
MSP-IMPROV-S05A-M02-S-FM02,"Yeah, I guess so..",X,2.5,4.0,2.333333,3.5
MSP-IMPROV-S05A-M02-S-FM03,"Hey, where the late do you think there gonna wait for us?.",N,2.833333,3.833333,3.0,3.333333
MSP-IMPROV-S05A-M02-S-FM04,"Yeah, probably knowing them..",N,2.666667,4.166667,2.666667,4.333333
MSP-IMPROV-S05A-M02-S-MF01,"I don't think so, but it's gonna go ahead regardless..",N,2.7,4.0,3.2,3.5
MSP-IMPROV-S05A-M03-P-FM01,go.,H,4.0,4.2,3.0,4.8
MSP-IMPROV-S05A-M03-P-FM02,i.,H,4.833333,1.666667,3.5,5.0
MSP-IMPROV-S05A-M03-P-FM03,Sorry..,N,3.6,3.2,3.6,4.6
MSP-IMPROV-S05A-M03-P-MF01,i regard.,N,3.0,4.8,2.2,4.2
MSP-IMPROV-S05A-M03-P-MF02,i.,H,4.2,4.8,2.8,4.4
MSP-IMPROV-S05A-M03-P-MF03,"Yeah, probably? Yeah..",H,4.0,4.0,2.8,4.8
MSP-IMPROV-S05A-M03-P-MF04,Sorry..,N,3.333333,3.833333,2.833333,4.333333
MSP-IMPROV-S05A-M03-P-MF05,the .,N,3.6,4.2,3.2,3.8
MSP-IMPROV-S05A-M03-P-MF06,In 15 minutes..,N,3.0,3.333333,3.333333,3.666667
MSP-IMPROV-S05A-M03-P-MF07,Who is supposed to meet them at the comic come on?.,N,2.5,2.833333,3.166667,3.166667
MSP-IMPROV-S05A-M03-P-MF08,"No, I don't know if that is going to mean..",N,3.0,4.0,2.666667,4.0
MSP-IMPROV-S05A-M03-P-MF09,Time..,H,3.833333,4.0,3.0,4.166667
MSP-IMPROV-S05A-M03-S-FM01,"Fine. I'm fine, I'm almost ready. Give me like 5 more minutes..",N,3.0,3.8,3.8,3.2
MSP-IMPROV-S05A-M03-S-FM02,I'm almost ready..,N,2.666667,3.5,3.166667,3.666667
MSP-IMPROV-S05A-M03-S-FM03,Are you sure?.My way..,N,3.2,3.8,3.0,3.6
MSP-IMPROV-S05A-M03-S-FM04,Why does he like 5 minutes?.,N,2.5,4.0,2.5,3.166667
MSP-IMPROV-S05A-M03-S-FM05,That will be fine..,N,3.25,4.25,2.625,3.875
MSP-IMPROV-S05A-M03-S-MF01,"No, I did not going to go ahead regardless..",N,3.142857,4.285714,3.428571,4.0
MSP-IMPROV-S05A-M03-S-MF02,Where do you benefit 15 minutes?.,A,2.0,3.166667,3.166667,3.0
MSP-IMPROV-S05A-M03-S-MF03,Who is supposed to meet them already?.,O,2.6,3.4,3.6,4.6
MSP-IMPROV-S05A-M03-S-MF04,"You know, I hate being late..",A,2.222222,3.0,3.777778,4.111111
MSP-IMPROV-S05A-M04-P-FM01,"Also, Paula Gys and you can say something..",N,3.0,4.0,2.5,4.5
MSP-IMPROV-S05A-M04-P-FM02,the.,N,2.444444,3.222222,3.0,3.777778
MSP-IMPROV-S05A-M04-P-MF01,They're just going to go ahead..,S,1.8,4.4,3.4,4.0
MSP-IMPROV-S05A-M04-P-MF02,a.,N,3.0,4.333333,3.333333,4.0
MSP-IMPROV-S05A-M04-P-MF03,They're just going to go ahead and they're just going to go ahead regardless..,N,2.833333,2.833333,2.833333,2.166667
MSP-IMPROV-S05A-M04-S-FM01,Awesome I'm so sorry I was so late I really hope they can wait for us mean I was only a little bit late like 5 minutes they can totally wait for us don't you think..,X,2.142857,2.428571,4.0,4.0
MSP-IMPROV-S05A-M04-S-FM02,"Listen, I'm sorry I was so late getting here. I mean II know that everyone is waiting on me, but I'm sure it's fine. I'm sure they will just wait for us as long as they need and everything will be just fine..",N,2.166667,3.0,3.666667,4.0
MSP-IMPROV-S05A-M04-S-MF01,"Have to wait for us, there, not gonna wait for us. We were 3 hours late. There already on the camping trip, you know how much I hate being late..",A,2.6,2.8,4.2,4.0
MSP-IMPROV-S05A-M04-S-MF02,"Pick B.o.B of course, it's a big problem. There are 3 hours ahead of us. There already on the camping trip, you know how much I hate being late..",A,1.5,2.333333,3.833333,4.166667
MSP-IMPROV-S05A-M05-P-FM01,he is adverse take.,H,4.666667,3.333333,3.166667,4.0
MSP-IMPROV-S05A-M05-P-FM02,yes.,X,3.166667,4.0,2.333333,4.333333
MSP-IMPROV-S05A-M05-P-MF01,for.,N,2.5,4.0,2.5,4.333333
MSP-IMPROV-S05A-M05-S-FM01,Sorry I'm late I had to do this thing with my parents right..,H,3.285714,2.571429,3.714286,4.285714
MSP-IMPROV-S05A-M05-S-FM02,"I'm sorry I mean, like that, your friends are waiting for us right..",N,3.0,4.2,2.4,3.6
MSP-IMPROV-S05A-M05-S-FM03,Sorry I'm late I do the same for my parents..,X,3.0,3.0,3.0,3.333333
MSP-IMPROV-S05A-M05-S-FM04,My bad friends waiting for you..,N,2.857143,3.714286,2.428571,3.428571
MSP-IMPROV-S05A-M05-S-MF01,"Yeah, half hour late everyone left already..",A,2.333333,3.0,3.833333,3.666667
MSP-IMPROV-S05A-M05-S-MF02,Yeah..,H,3.6,3.2,3.6,3.8
MSP-IMPROV-S05H-F01-P-FM01,eugenie.,N,3.0,3.8,2.6,3.2
MSP-IMPROV-S05H-F01-P-FM02,yes so i do see you as a a for ever.,N,3.0,3.8,2.6,3.6
MSP-IMPROV-S05H-F01-P-FM03,a shed we ask our friends to wait here i guess.,N,3.0,3.2,2.6,3.6
MSP-IMPROV-S05H-F01-P-FM04,there just when i go ahead regardless.,N,3.2,3.8,2.4,2.8
MSP-IMPROV-S05H-F01-S-FM01,Great I haven't seen you in forever. I'm so glad we're doing this..,H,3.6,4.0,2.8,3.6
